Query,Category
I'm attending an office party on Wednesday for 5 hours starting from 6pm,1
I'm going to attend a business meeting from 10.00AM to 11.30AM tomorrow.,1
I'm going to a friend's wedding from 2.00PM to 7.00PM this Saturday.,1
I'm going to a yoga class from 9.00AM to 10.30AM this morning.,1
I'm going to a football match from 7.00PM to 9.30PM tonight.,1
I'm going to attend a job fair from 12.00PM to 4.00PM tomorrow.,1
I'm going to a music festival from 3.00PM to 11.00PM this Sunday.,1
I'm going to a book launch event from 6.00PM to 8.00PM this evening.,1
I'm going to a charity run from 8.00AM to 11.00AM this Saturday.,1
I'm going to a parent-teacher meeting from 4.00PM to 6.00PM this Friday.,1
I'm going to a dance performance from 7.30PM to 9.30PM tonight.,1
I'm going to attend a graduation ceremony from 2.00PM to 4.00PM this Sunday.,1
I'm going to a science fair from 10.00AM to 2.00PM tomorrow.,1
I'm going to a theater play from 7.00PM to 9.00PM this Saturday.,1
I'm going to a wine tasting event from 6.00PM to 8.00PM this Friday.,1
I'm going to attend a job interview from 9.00AM to 10.00AM tomorrow.,1
I'm going to a museum exhibition from 1.00PM to 3.00PM this Sunday.,1
I'm going to a painting class from 5.00PM to 6.30PM this evening.,1
I'm going to a food festival from 12.00PM to 6.00PM this Saturday.,1
I'm going to attend a training session from 2.00PM to 5.00PM this Friday.,1
I'm going to a comedy show from 8.00PM to 10.00PM tonight.,1
I'm going to a conference from 9.00AM to 5.00PM tomorrow.,1
I'm going to a basketball game from 6.00PM to 9.00PM this Friday.,1
I'm going to attend a product launch from 3.00PM to 5.00PM this Thursday.,1
I'm going to a cooking class from 11.00AM to 1.00PM this Saturday.,1
I'm going to a photography workshop from 10.00AM to 4.00PM this Sunday.,1
I'm going to a charity auction from 7.00PM to 9.00PM this Thursday.,1
I'm going to a networking event from 6.00PM to 8.00PM this Wednesday.,1
I'm going to a panel discussion from 2.00PM to 4.00PM this Saturday.,1
I'm going to a beach party from 3.00PM to 9.00PM this Sunday.,1
I'm going to attend a job training session from 10.00AM to 12.00PM tomorrow.,1
I have a doctor's appointment on 5th April at 10 AM for 1 hour.,1
I have a video call with a client on 15th March at 3 PM for 1.5 hours.,1
I have a presentation on 25th March from 2 PM to 4 PM.,1
I have a job interview on 10th April at 11 AM for 1 hour.,1
I have a business lunch on 20th March from 12 PM to 2 PM.,1
I have a team building activity on 30th March from 9 AM to 12 PM.,1
I have a training session on 18th March at 2 PM for 2 hours.,1
I have a webinar on 22nd March from 10 AM to 11.30 AM.,1
I have a networking event on 27th March from 4 PM to 6 PM.,1
I have a meeting with my manager on 16th March at 11 AM for 1 hour.,1
I have a conference call on 24th March from 3 PM to 4.30 PM.,1
I have a workshop on 29th March from 1 PM to 3 PM.,1
I have a rehearsal on 14th April from 6 PM to 8 PM.,1
I have a charity event on 17th March from 7 PM to 10 PM.,1
I have a team lunch on 28th March from 12 PM to 1 PM.,1
I have a site visit on 31st March at 10 AM for 3 hours.,1
I have a board meeting on 19th March from 9 AM to 12 PM.,1
I have a training workshop on 23rd March from 10 AM to 4 PM.,1
I have a volunteer work on 26th March from 2 PM to 5 PM.,1
I have a client meeting on 21st March at 2 PM for 2 hours.,1
I have a project review on 11th April from 9 AM to 10 AM.,1
I have a sales call on 13th March at 11 AM for 1 hour.,1
I have a staff meeting on 6th April from 10 AM to 11.30 AM.,1
I have a team dinner on 9th April from 7 PM to 9 PM.,1
I have a training session on 7th April from 2 PM to 4 PM.,1
I have a parent-teacher conference on 8th April at 1 PM for 1 hour.,1
I have a project kickoff meeting on 2nd April from 10 AM to 12 PM.,1
I have a team offsite on 3rd April from 9 AM to 5 PM.,1
I have a trade show on 4th April from 11 AM to 4 PM.,1
I have a hackathon on 1st April from 10 AM to 6 PM.,1
I have to attend a cricket match on March 3rd at 2:00 pm,1
I have to attend a graduation ceremony tomorrow from 11:30 am to 1:00 pm,1
I have to attend the school concert tomorrow at 9:00 am for 2 hours,1
I have to attend a wedding on April 1st from 12:00 pm - 2:00 pm,1
I want to visit the art exhibition tomorrow at 11:00 am for 2 hours,1
I want to visit the Sigiriya Rock on March 2nd at 9:30 am for 5 hours,1
I have to attend a seminar the day after tomorrow at 10:00 am for 2 hours,1
I want to attend my friends wedding on June 2nd from 10:30 am - 12:45 pm,1
visit the white house on march 2nd from 8:00 am to 9:00 am,1
attend the swimming meet on february 6th at 9:30 am for 3 hours,1
attend Kamal's Birthday party on 7th August at 6:00 pm for 2 hours,1
attend the movie premiere tomorrow at 3:00 pm for 3 hours,1
My cousin's wedding ceremony is on March 4th at 12:00 pm for 3 hours,1
I am attending a business conference today from 4:00 pm for 5:00 pm,1
i need to attend my little brother's graduation ceremony is on Monday at 2:00 pm for 2 hours,1
I need to attend a family reunion function on February 2nd for 4 hours,1
visit the presidential palace tomorrow at 12:00 pm for 1 hour,1
attend my brothers graduation ceremony tomorrow from 8:30 am to 11:00 am,1
attend the new years party on 31st December at 10:00 pm for 3 hours,1
Attend a music festival for 3 hours on March 3rd at 7:00 pm,1
attend a sports competition for 2 hours tomorrow at 12:30 pm,1
Visit a museum for 2 hours on June 14th at 2:00 pm,1
Attend a food festival for 4 hours tomorrow at 2:30 pm,1
Participate in a cooking class for 2 hours today at 6:00 pm,1
visit the farmer's market for 2 hours on February 2nd at 2:00 pm ,1
Attend a 1-hour book reading by J.K Rowling at 6:00 PM on May 1st.,1
Attend a 1-hour meeting with colleagues at 10:00 AM on April 15th.,1
Participate in a 2-hour team-building exercise from 3:00 PM to 5:00 PM on July 12th.,1
Give a 10-minute presentation at a conference at 11:00 AM on August 20th.,1
Participate in a 1-hour online seminar at 2:00 PM on September 5th.,1
Attend a 3-hour charity event from 6:00 PM to 9:00 PM on June 22nd.,1
Host a 2-hour party for friends from 7:00 PM to 9:00 PM on July 4th.,1
Attend a 4-hour music festival from 2:00 PM to 6:00 PM on September 8th.,1
Attend a 30-minute doctor's appointment at 2:30 PM on May 10th.,1
Visit a museum for 2 hours from 10:00 AM to 12:00 PM on July 3rd.,1
Attend a 2-hour wedding ceremony from 3:00 PM to 5:00 PM on June 1st.,1
Attend a 3-hour sports game at 7:00 PM on August 10th.,1
Attend a conference on environmental sustainability from 9:00 AM to 5:00 PM on May 10th.,1
Participate in a community service project at the local shelter from 10:00 AM to 12:00 PM on April 15th.,1
Attend a concert featuring Alan Walker at 7:00 PM on July 20th.,1
Participate in a charity run to raise funds for cancer research at 8:00 AM on June 5th.,1
Attend a workshop on financial planning from 1:00 PM to 4:00 PM on August 12th.,1
Participate in a debate competition at school from 9:00 AM to 12:00 PM on April 30th.,1
Attend a seminar on leadership and communication skills from 9:00 AM to 12:00 PM on July 15th.,1
Attend a yoga retreat from 9:00 AM  to 5:00 PM on May 25th,1
Participate in a dance competition from 2:00 PM to 6:00 PM on July 8th.,1
Attend a webinar on digital marketing strategies from 10:00 AM to 11:00 AM on August 1st.,1
Participate in a public speaking contest from 2:00 PM to 4:00 PM on April 20th.,1
Attend a film festival from 12:00 PM to 8:00 PM on September 1st and 2nd.,1
Attend a science fair from 10:00 AM to 2:00 PM on May 15th.,1
Participate in a sports tournament from 9:00 AM to 5:00 PM on July 22nd.,1
Attend a 2-hour team meeting on March 13th from 10:00am to 12:00pm.,1
Attend a 1-hour doctor's appointment on March 3rd from 4:00pm to 5:00pm.,1
Attend a 2-hour concert on August 12th from 8:00pm to 10:00pm.,1
Attend a 1-hour networking event today from 6:00pm to 7:00pm.,1
Attend a 2-hour wedding rehearsal dinner at 7:00 pm on June 10th.,1
Participate in a 1-hour escape room challenge at 3:00 pm on November 3rd.,1
Attend a 4-hour music concert on August 5th.,1
Visit a theme park for 6 hours on July 22nd at 8:30 am.,1
Attend a 1-hour parent-teacher conference on October 19th at 12:30 pm.,1
Participate in a 2-hour cooking class on December 7th at 3:00 pm.,1
Attend a 90-minute theater performance on November 18th at 12:45 pm.,1
Visit an art gallery for 1 hour on October 27th at 11:20 am.,1
Participate in a 45-minute group counseling session at 3:50 pm on September 15th.,1
Attend a 2-hour high school graduation ceremony at 9:30 am on June 5th.,1
Attend a yoga class today from 6:00 PM to 7:00 PM .,1
Attend a doctor's appointment on March 6th from 2:00 PM to 3:00 PM.,1
Attend a dance class tomorrow from 5:00 PM to 6:00 PM.,1
Attend a business meeting on June 15th from 2:00 PM to 3:00 PM.,1
Participate in a local charity match tomorrow from 9:00 AM to 11:00 AM.,1
Attend a networking event today from 6:00 PM to 8:00 PM.,1
Attend a family gathering today from 2:00 PM to 6:00 PM.,1
Attending a yoga class from 8AM to 9AM tomorrow.,1
Going to a doctor's appointment from 10AM to 11AM tomorrow.,1
Meeting a friend for brunch from 11AM to 1PM tomorrow.,1
Going to the gym from 2PM to 3PM tomorrow.,1
Watching a movie at the cinema from 4PM to 6PM tomorrow.,1
Attending a business meeting from 9AM to 10AM on Monday.,1
Going for a hike from 10AM to 12PM on Monday.,1
Having a team lunch from 12PM to 1PM on Monday.,1
Attending a webinar from 2PM to 3PM on Monday.,1
Meeting a client from 4PM to 5PM on Monday.,1
Attending a dance class from 6PM to 7PM on Tuesday.,1
Attending a book club meeting from 7PM to 8PM on Tuesday.,1
Going to a networking event from 9AM to 11AM on Wednesday.,1
Attending a workshop from 12PM to 2PM on Wednesday.,1
Having a team building activity from 3PM to 5PM on Wednesday.,1
Meeting with a mentor from 6PM to 7PM on Thursday.,1
Attending a cooking class from 8PM to 10PM on Thursday.,1
Going to a job interview from 11AM to 12PM on Friday.,1
Having a doctor's appointment from 1PM to 2PM on Friday.,1
Attending a charity event from 6PM to 9PM on Friday.,1
Going to a concert from 7PM to 10PM on Saturday.,1
Attending a wedding from 12PM to 3PM on Sunday.,1
Going to the beach from 1PM to 3PM on Sunday.,1
Having a family dinner from 6PM to 8PM on Sunday.,1
Attending a theater performance from 7PM to 9PM next Monday.,1
Going to a job fair from 10AM to 2PM next Tuesday.,1
Attending a business conference from 9AM to 5PM next Wednesday.,1
Meeting with a financial advisor from 2PM to 3PM next Thursday.,1
Attending a wine tasting event from 4PM to 6PM next Friday.,1
Going to a birthday party from 7PM to 9PM next Saturday.,1
Attending a music festival from 2PM to 6PM next Sunday.,1
Going to the zoo from 11AM to 1PM next Monday.,1
Attending a tech conference from 9AM to 5PM next Tuesday.,1
Meeting with a client from 2PM to 3PM next Wednesday.,1
Attending a sports game from 7PM to 9PM next Thursday.,1
Going to a museum from 10AM to 12PM next Friday.,1
Attending a charity run from 8AM to 11AM next Saturday.,1
Going to a comedy show from 6PM to 8PM next Sunday.,1
Attending a language class from 7PM to 9PM next Monday.,1
Going to a job interview from 10AM to 11AM next Tuesday.,1
Attending a yoga class at 7AM for 1 hour tomorrow.,1
Going to a doctor's appointment at 10AM for 30 minutes tomorrow.,1
Meeting a friend for brunch at 11AM for 2 hours tomorrow.,1
Going to the gym at 2PM for 1 hour tomorrow.,1
Watching a movie at the cinema at 4PM for 2 hours tomorrow.,1
Attending a business meeting at 9AM for 1 hour on Monday.,1
Going for a hike at 10AM for 2 hours on Monday.,1
Having a team lunch at 12PM for 1 hour on Monday.,1
Attending a webinar at 2PM for 1 hour on Monday.,1
Meeting a client at 4PM for 1 hour on Monday.,1
Attending a dance class at 6PM for 1 hour on Tuesday.,1
Attending a book club meeting at 7PM for 1 hour on Tuesday.,1
Going to a networking event at 9AM for 2 hours on Wednesday.,1
Attending a workshop at 12PM for 2 hours on Wednesday.,1
Having a team building activity at 3PM for 2 hours on Wednesday.,1
Meeting with a mentor at 6PM for 1 hour on Thursday.,1
Attending a cooking class at 8PM for 2 hours on Thursday.,1
Going to a job interview at 11AM for 1 hour on Friday.,1
Having a doctor's appointment at 1PM for 1 hour on Friday.,1
Attending a charity event at 6PM for 3 hours on Friday.,1
Going to a concert at 7PM for 3 hours on Saturday.,1
Attending a wedding at 12PM for 3 hours on Sunday.,1
Going to the beach at 1PM for 2 hours on Sunday.,1
Having a family dinner at 6PM for 2 hours on Sunday.,1
Attending a theater performance at 7PM for 2 hours next Monday.,1
Going to a job fair at 10AM for 4 hours next Tuesday.,1
Attending a business conference at 9AM for 8 hours next Wednesday.,1
Meeting with a financial advisor at 2PM for 1 hour next Thursday.,1
Attending a wine tasting event at 4PM for 2 hours next Friday.,1
Going to a birthday party at 7PM for 2 hours next Saturday.,1
Attending a music festival at 2PM for 4 hours next Sunday.,1
Going to the zoo at 11AM for 2 hours next Monday.,1
Attending a tech conference at 9AM for 8 hours next Tuesday.,1
Meeting with a client at 2PM for 1 hour next Wednesday.,1
Attending a sports game at 7PM for 2 hours next Thursday.,1
Going to a museum at 10AM for 2 hours next Friday.,1
Attending a charity run at 8AM for 3 hours next Saturday.,1
Going to a comedy show at 6PM for 2 hours next Sunday.,1
Attending a language class at 7PM for 2 hours next Monday.,1
Going to a job interview at 10AM for 1 hour next Tuesday.,1
Attending a lecture at the university from 9AM to 10.30AM tomorrow.,1
Meeting a client for lunch from 12PM to 1PM tomorrow.,1
Going to a dentist appointment from 2PM to 3PM tomorrow.,1
Watching a basketball game at the stadium from 6PM to 9PM tomorrow.,1
Attending a charity auction from 7PM to 10PM tomorrow.,1
Going to a job interview from 10AM to 11AM on Monday.,1
Attending a team meeting from 2PM to 3PM on Monday.,1
Meeting a friend for coffee from 4PM to 5PM on Monday.,1
Attending a yoga class from 6PM to 7PM on Monday.,1
Going to a book club meeting from 7PM to 8PM on Monday.,1
Attending a workshop from 9AM to 12PM on Tuesday.,1
Meeting with a financial advisor from 1PM to 2PM on Tuesday.,1
Going to a cooking class from 6PM to 8PM on Tuesday.,1
Attending a movie screening from 7PM to 9PM on Tuesday.,1
Going to a networking event from 6PM to 8PM on Wednesday.,1
Attending a job fair from 10AM to 3PM on Wednesday.,1
Meeting a client for dinner from 6PM to 8PM on Wednesday.,1
Going to a concert from 8PM to 11PM on Thursday.,1
Attending a webinar from 10AM to 11AM on Friday.,1
Going to a doctor's appointment from 1PM to 2PM on Friday.,1
Meeting a friend for drinks from 6PM to 8PM on Friday.,1
Attending a theater performance from 8PM to 10PM on Friday.,1
Going to a charity run from 9AM to 11AM on Saturday.,1
Attending a baby shower from 2PM to 4PM on Saturday.,1
Meeting with a mentor from 5PM to 6PM on Saturday.,1
Going to a music festival from 12PM to 10PM on Sunday.,1
Attending a language class from 2PM to 4PM on Sunday.,1
Going to a soccer game from 4PM to 6PM on Sunday.,1
Attending a workshop from 9AM to 12PM next Monday.,1
Going to a job interview from 2PM to 3PM next Tuesday.,1
Meeting a client for lunch from 12PM to 1PM next Wednesday.,1
Attending a team meeting from 4PM to 5PM next Thursday.,1
Going to a networking event from 5PM to 7PM next Friday.,1
Attending a charity auction from 6PM to 9PM next Saturday.,1
Going to a basketball game from 3PM to 6PM next Sunday.,1
Attending a job fair from 10AM to 2PM next Monday.,1
Going to a dentist appointment from 11AM to 12PM next Tuesday.,1
Meeting a friend for coffee from 3PM to 4PM next Wednesday.,1
Attending a yoga class from 6PM to 7PM next Thursday.,1
Going to a book club meeting from 7PM to 8PM next Friday.,1
Attending a lecture at the university from 9AM for 1.5 hours tomorrow.,1
Meeting a client for lunch from 12PM for 1 hour tomorrow.,1
Going to a dentist appointment from 2PM for 1 hour tomorrow.,1
Watching a basketball game at the stadium from 6PM for 3 hours tomorrow.,1
Going to a job interview from 10AM for 1 hour on Monday.,1
Attending a team meeting from 2PM for 1 hour on Monday.,1
Meeting a friend for coffee from 4PM for 1 hour on Monday.,1
Attending a yoga class from 6PM for 1 hour on Monday.,1
Going to a book club meeting from 7PM for 1 hour on Monday.,1
Attending a workshop from 9AM for 3 hours on Tuesday.,1
Meeting with a financial advisor from 1PM for 1 hour on Tuesday.,1
Going to a cooking class from 6PM for 2 hours on Tuesday.,1
Attending a movie screening from 7PM for 2 hours on Tuesday.,1
Going to a networking event from 6PM for 2 hours on Wednesday.,1
Attending a job fair from 10AM for 5 hours on Wednesday.,1
Meeting a client for dinner from 6PM for 2 hours on Wednesday.,1
Going to a concert from 8PM for 3 hours on Thursday.,1
Attending a webinar from 10AM for 1 hour on Friday.,1
Going to a doctor's appointment from 1PM for 1 hour on Friday.,1
Meeting a friend for drinks from 6PM for 2 hours on Friday.,1
Attending a theater performance from 8PM for 2 hours on Friday.,1
Going to a charity run from 9AM for 2 hours on Saturday.,1
Attending a baby shower from 2PM for 2 hours on Saturday.,1
Meeting with a mentor from 5PM for 1 hour on Saturday.,1
Going to a music festival from 12PM for 10 hours on Sunday.,1
Attending a language class from 2PM for 2 hours on Sunday.,1
Going to a soccer game from 4PM for 2 hours on Sunday.,1
Attending a workshop from 9AM for 3 hours next Monday.,1
Going to a job interview from 2PM for 1 hour next Tuesday.,1
Meeting a client for lunch from 12PM for 1 hour next Wednesday.,1
Attending a team meeting from 4PM for 1 hour next Thursday.,1
Going to a networking event from 5PM for 2 hours next Friday.,1
Attending a charity auction from 6PM for 3 hours next Saturday.,1
Going to a basketball game from 3PM for 3 hours next Sunday.,1
Attending a job fair from 10AM for 4 hours next Monday.,1
Going to a dentist appointment from 11AM for 1 hour next Tuesday.,1
Meeting a friend for coffee from 3PM for 1 hour next Wednesday.,1
Attending a yoga class from 6PM for 1 hour next Thursday.,1
Going to a book club meeting from 7PM for 1 hour next Friday.,1
Attending a webinar from 1PM for 1 hour next Monday.,1
Meeting with a financial planner from 10AM for 1 hour next Tuesday.,1
Going to a gym from 6PM for 2 hours next Wednesday.,1
Attending a lecture at the university from 9AM for 1.5 hours next Thursday.,1
Meeting a client for lunch from 12PM for 1 hour next Friday.,1
Going to a doctor's appointment from 2PM for 1 hour next Saturday.,1
Attending a photography class from 1PM for 2 hours next Sunday.,1
Going to a soccer game from 4PM for 2 hours next Monday.,1
Attending a team meeting from 3PM for 1 hour next Tuesday.,1
Meeting a friend for drinks from 7PM for 2 hours next Wednesday.,1
Going to a movie screening from 8PM for 2 hours next Thursday.,1
Attending a job fair from 9AM for 5 hours next Friday.,1
Going to a concert from 7PM for 3 hours next Saturday.,1
Meeting with a mentor from 4PM for 1 hour next Sunday.,1
I need to attend a doctor's appointment from 9.00AM to 10.00AM this Friday.,1
I need to drink 4 liters of water every day ,2
I have my dinner from 8.30 pm to 9 pm,2
I usually going to bed from 11.30 pm 6.30 am everyday,2
I clean my room every weekend ,2
I have my lunch for 1 hour from 1 pm,2
Review today's lecture notes for one hour from 8.30 pm,2
Brush my teeth at 9 pm for 5 minutes everyday,2
Combing my hair twice a day for 10 minutes,2
Clean my bed for 5 minutes everyday,2
Charge my laptop at 7 pm for 3 hours every day,2
Walk my dog at 6 am for 30 minutes every morning,2
Need to clean the kitchen for 15 minutes every evening,2
Practice a new language for 30 minutes every day,2
Read a book for 30 minutes from 11 pm before bedtime everyday,2
Cook dinner for 1 hour at 6 pm everyday,2
Have a 30-minute meditation session every evening at 9:00 PM.,2
Go for a 1-hour walk every morning at 7:00 AM.,2
Attend a 2-hour dance class every Monday at 6:00 PM.,2
Study for 2 hours every afternoon from 2:00 PM to 4:00 PM.,2
Have a 1-hour photography lesson every Thursday at 6:00 PM,2
Attend a 1-hour fitness class every Tuesday and Thursday at 7:00 AM.,2
Go for a 30-minute swim during lunch break every workday at 1:00 PM.,2
Have a 1-hour sketching session every Saturday at 10:00 AM.,2
Attend a 2-hour music theory class every Wednesday at 5:00 PM.,2
Go for a 1-hour yoga class every Monday and Wednesday at 6:00 PM.,2
Have a 30-minute stretching session every evening at 8:00 PM.,2
Attend a 1-hour improv class every Friday at 7:00 PM.,2
Go for a 2-hour counseling  session every Sunday at 10:00 AM.,2
Have a 1-hour voice lesson every Tuesday at 4:00 PM.,2
Attend a 1-hour chess club meeting every other Thursday at 7:00 PM.,2
Go for a 30-minute jog every morning at 6:00 AM.,2
Have a 1-hour web design session every Tuesday and Thursday at 2:00 PM,2
Attend a 2-hour dancing rehearsal every Saturday at 3:00 PM.,2
Go for a 1-hour elocution class every Monday and Wednesday at 7:00 PM.,2
Have a 30-minute daily gratitude journaling session every evening at 10:00 PM.,2
Go for a 1-hour rock climbing session every Sunday at 6:00 PM.,2
Have a 1-hour violin lesson every Wednesday at 3:00 PM.,2
Go for a 2-hour birdwatching tour every Saturday at 7:00 AM.,2
Attend a 2-hour graphic design class every Wednesday at 7:00 PM,2
Have a 1-hour drum lesson every Thursday at 4:00 PM.,2
Read a book for 30 minutes every night before bed.,2
Practice a foreign language for 1 hour every day.,2
Attend a 2-hour cooking class every Saturday at 2:00 PM.,2
Go for a 1-hour bike ride every Friday at 5:00 PM.,2
Have a 1-hour writing session every morning at 9:00 AM.,2
Attend a 2-hour painting class every Thursday at 2:00 PM.,2
Practice a musical instrument for 30 minutes every day.,2
Go for a 1-hour nature walk every Sunday at 8:00 AM.,2
Attend a 1-hour public speaking class every Tuesday at 5:00 PM.,2
Have a 30-minute meditation session every morning at 6:00 AM.,2
Attend a 1-hour knitting class every Wednesday at 6:00 PM.,2
Practice a sport for 1 hour every day.,2
Go for a 2-hour hike every Saturday at 9:00 AM.,2
Have a 1-hour gardening session every Sunday at 10:00 AM.,2
Attend a 1-hour book club meeting every other Tuesday at 7:00 PM.,2
Practice calligraphy for 30 minutes every day.,2
Go for a 1-hour swim at the gym every Tuesday and Thursday at 8:00 PM.,2
Have a 1-hour guitar lesson every Monday at 3:00 PM.,2
Attend a 2-hour dance performance every Friday at 8:00 PM.,2
Practice mindfulness for 30 minutes every morning at 7:00 AM.,2
Go for a 1-hour tennis lesson every Friday at 4:00 PM.,2
Have a 1-hour math tutoring session every Wednesday at 4:00 PM.,2
Attend a 1-hour sculpting class every Tuesday at 6:00 PM.,2
Practice coding for 2 hours every evening from 7:00 PM to 9:00 PM.,2
Go for a 30-minute run every evening at 6:00 PM.,2
Have a 1-hour makeup tutorial session every Saturday at 11:00 AM.,2
Attend a 2-hour theater workshop every Sunday at 2:00 PM.,2
Practice a new hobby for 1 hour every day from 7pm,2
Have a 1-hour baking lesson every Wednesday at 4:00 PM.,2
Attend a 1-hour personal finance seminar every Monday at 7:00 PM.,2
Go for a 1-hour kickboxing class every Tuesday and Thursday at 5:00 PM.,2
Have a 1-hour fashion design lesson every Saturday at 11:00 AM.,2
Attend a 1-hour public speaking workshop every Friday at 5:00 PM.,2
Go for a 30-minute mindfulness walk every evening at 8:00 PM.,2
Have a 1-hour painting session every Wednesday at 2:00 PM.,2
Attend a 2-hour coding bootcamp every Saturday at 10:00 AM.,2
Go for a 1-hour aerial yoga class every Tuesday and Thursday at 8:00 AM.,2
Have a 30-minute daily language practice session every morning at 9:00 AM.,2
Attend a 1-hour book club meeting every other Monday at 6:00 PM.,2
Go for a 2-hour hiking trip every Sunday at 9:00 AM.,2
Have a 1-hour cooking lesson every Friday at 6:00 PM.,2
Attend a 2-hour writing workshop every Tuesday at 6:00 PM,2
Go for a 1-hour kickboxing class every Monday and Wednesday at 5:00 PM.,2
Have a 30-minute guitar practice session every evening at 7:00 PM.,2
Attend a 1-hour art history lecture every Thursday at 3:00 PM,2
Taking an online course from 1:00 pm to 2:00 pm every afternoon,2
Doing strength training from 6:00 am to 7:00 am every day,2
Working on a DIY project from 4:00 pm to 5:00 pm every afternoon,2
Having a family game night from 7:00 pm to 8:00 pm every Friday,2
Working on a puzzle from 9:00 pm to 10:00 pm every night,2
Reading a book to a child from 6:00 pm to 7:00 pm every evening,2
Attending a book club meeting from 7:00 pm to 8:00 pm every Wednesday,2
Practicing a musical instrument from 5:00 pm to 6:00 pm every day,2
Writing in a journal from 9:00 am to 10:00 am every morning,2
Taking an online dance class from 6:00 pm to 7:00 pm every Monday and Wednesday,2
Having a picnic in the park from 12:00 pm to 1:00 pm every Saturday,2
Going for a hike from 9:00 am to 11:00 am every Sunday,2
Volunteering at a local charity from 2:00 pm to 4:00 pm every Thursday,2
Having a virtual coffee date with a friend from 10:00 am to 11:00 am every Friday,2
Attending a language exchange group from 6:00 pm to 7:00 pm every Tuesday,2
Organizing a closet from 3:00 pm to 4:00 pm every Monday,2
Working on a craft project from 10:00 am to 11:00 am every day,2
Playing a board game with family from 7:00 pm to 8:00 pm every Saturday,2
Meditating in nature from 9:00 am to 10:00 am every Saturday,2
Having a family dinner from 6:00 pm to 7:00 pm every night,2
Cleaning out the garage from 1:00 pm to 3:00 pm every Sunday,2
Attending a virtual book signing event from 7:00 pm to 8:00 pm every Wednesday,2
Going for a run from 6:00 am to 7:00 am every other day,2
Practicing photography from 4:00 pm to 5:00 pm every Thursday,2
Having a virtual game night with friends from 8:00 pm to 9:00 pm every Friday,2
Writing poetry from 10:00 am to 11:00 am every day,2
Taking an online cooking class from 3:00 pm to 4:00 pm every Tuesday,2
"Go to the gym every Monday, Wednesday and Friday at 6 AM to 7.30 AM",2
Attend the weekly team meeting every Tuesday at 10 AM - 11 AM,2
Go to music class on Saturday at 3.30 PM for 2 hours,2
Practise the guitar from 4 PM to 5 PM everyday.,2
Take the dog for a walk every morning at 7 AM for 1 hour,2
Meditate from 7 AM to 7.10 AM everyday,2
Read from 10.30 PM to 11.30 PM everyday,2
Attend the weekly yoga class every Thursday at 6PM for 2 hours,2
Go to the live music concert in the park on Friday from 7PM onwards.,2
I want to attend the yoga class from 6.30PM to 7.30PM everyday.,2
I have my lunch from 12.30PM-1.30PM,2
I go for a 30 minute walk at 6am every day,2
I have a 45 minute yoga session at 7.30am every Monday and Friday,2
I attend a 2 hour pottery class at 4pm every Wednesday,2
I work out at the gym for an hour at 8am every Tuesday and Thursday,2
I have a 90 minute guitar lesson at 2pm every Saturday,2
I have a 1 hour therapy session at 11am every Thursday,2
I attend a dance class from 6pm to 9pm every Wednesday,2
"I have a 45 minute language class at 9am every Monday, Wednesday and Friday",2
I have a 1 hour piano practise session at 5pm every Tuesday and Thursday,2
I have a 30 minute meditation session at 7am every day,2
I attend a 2 hour cooking class at 11am every Saturday,2
I work on my personal project for 2 hours from 7pm every Tuesday and Thursday,2
"I go for a 1 hour swim at 6am every Monday, Wednesday and Friday",2
I have a 45 minutes cardio workout at 5.30pm every Tuesday and Thursday,2
I attend a 1 hour book club meeting at 8pm every Wednesday,2
I have a 2 hour study session at the library from 2pm to 4pm every Tuesday and Thursday ,2
I have a 30 minute daily journaling session at 9pm every day,2
I go to for a 1 hour hike at 8 am every Saturday,2
I have a 90 minute vocal training session at 3pm every Tuesday and Thursday,2
"I attend a 1 hour coding boot camp at 6pm every Monday, Wednesday and Friday",2
I have a 1 hour guitar practise session at 6pm every Tuesday,2
I attend a 2 hour painting class at 10am every Saturday,2
I have a 1 hour writing session at 8am every Tuesday and Thursday,2
I attend a public speaking workshop from 7pm to 8pm every Monday,2
I attend a 2 hour theater rehearsal from 7pm to 9pm every Wednesday and Friday,2
I have a 30 minute afternoon walk at 3pm every day,2
I have a voulenteer work session at the animal shelter from 1pm to 3pm every Saturday,2
I attend choir practise from 8am to 11am every Saturday,2
I have a 1 hour piano lesson at 11am every Wednesday,2
I go for a 45 minute jog at 6pm every day,2
Attend a 1-hour dance class every Monday at 7:00 PM.,2
Have a 30-minute meditation session every morning at 6:30 AM.,2
Go for a 1-hour run every Saturday at 8:00 AM.,2
Attend a 2-hour pottery class every Thursday at 5:00 PM.,2
Study for 3 hours every evening from 7:00 PM to 10:00 PM.,2
Have a 1-hour guitar lesson every Wednesday at 2:00 PM.,2
Attend a 1-hour language class every Tuesday and Thursday at 10:00 AM.,2
Go for a 30-minute walk during lunch break every workday at 12:00 PM.,2
Have a 1-hour writing session every Sunday at 9:00 AM.,2
Attend a 2-hour cooking class every Friday at 6:00 PM.,2
Go for a 1-hour swim every Sunday at 4:00 PM.,2
Have a 30-minute yoga session every morning at 6:00 AM.,2
Attend a 1-hour painting class every Tuesday at 3:00 PM.,2
Go for a 2-hour hike every Saturday at 10:00 AM.,2
Have a 1-hour singing lesson every Thursday at 7:00 PM.,2
Attend a 1-hour book club meeting every other Wednesday at 7:00 PM.,2
